"","EmployeeID","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"2710",2710,3,2,NA,2,4,42,"No","Travel_Rarely","Research & Development",10,3,"Technical Degree",1,"Male",2,"Laboratory Technician","Married",66510,0,"Y",20,8,0,10,5,9,4,2
"2711",2711,1,4,3,3,3,44,"No","Travel_Rarely","Research & Development",3,1,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",23450,3,"Y",15,8,2,24,0,22,5,17
"2712",2712,2,1,2,1,3,46,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Female",1,"Research Scientist","Single",34200,3,"Y",13,8,2,22,3,2,2,1
"2713",2713,3,4,3,3,3,33,"No","Travel_Rarely","Sales",3,3,"Medical",1,"Male",1,"Manufacturing Director","Single",43730,4,"Y",14,8,0,7,3,1,0,0
"2714",2714,4,4,4,3,4,44,"No","Travel_Rarely","Human Resources",26,3,"Life Sciences",1,"Male",5,"Healthcare Representative","Married",47590,2,"Y",21,8,0,9,2,4,1,3
"2715",2715,4,3,3,3,3,30,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree",1,"Female",1,"Research Scientist","Single",53010,1,"Y",16,8,1,10,3,10,1,8
"2716",2716,4,4,4,3,3,39,"Yes","Travel_Rarely","Human Resources",1,4,"Medical",1,"Male",1,"Sales Executive","Married",36730,3,"Y",14,8,1,19,3,1,0,0
"2717",2717,2,4,2,2,3,24,"Yes","Travel_Rarely","Human Resources",2,5,"Human Resources",1,"Male",3,"Sales Executive","Married",47680,2,"Y",11,8,1,6,2,2,2,0
"2718",2718,4,3,2,2,3,43,"No","Travel_Rarely","Sales",9,5,"Technical Degree",1,"Female",1,"Research Director","Divorced",12740,1,"Y",19,8,0,6,3,5,1,4
"2719",2719,1,3,3,2,3,50,"Yes","Travel_Rarely","Research & Development",12,4,"Medical",1,"Male",1,"Research Director","Married",49000,1,"Y",11,8,0,3,3,3,0,2
"2720",2720,4,4,3,3,3,35,"No","Travel_Rarely","Sales",2,4,"Marketing",1,"Male",3,"Manufacturing Director","Married",104660,1,"Y",13,8,0,2,1,2,2,2
"2721",2721,2,1,4,2,3,36,"No","Travel_Rarely","Research & Development",25,1,"Life Sciences",1,"Female",4,"Sales Executive","Married",170070,9,"Y",12,8,1,6,2,1,0,0
"2722",2722,3,1,3,2,3,33,"No","Travel_Frequently","Sales",9,2,"Marketing",1,"Male",4,"Human Resources","Married",29090,2,"Y",11,8,0,10,2,5,1,3
"2723",2723,3,4,3,3,3,35,"No","Travel_Rarely","Research & Development",10,1,"Medical",1,"Male",1,"Research Scientist","Divorced",57650,1,"Y",14,8,1,1,2,1,0,0
"2724",2724,4,1,3,2,3,27,"No","Travel_Rarely","Sales",8,2,"Marketing",1,"Female",3,"Research Scientist","Divorced",45990,1,"Y",15,8,1,1,3,1,0,0
"2725",2725,1,3,2,3,3,26,"Yes","Travel_Rarely","Sales",4,3,"Marketing",1,"Male",2,"Manager","Single",24040,1,"Y",12,8,0,1,6,1,0,1
"2726",2726,4,3,3,3,4,27,"No","Travel_Frequently","Sales",24,3,"Life Sciences",1,"Male",4,"Healthcare Representative","Single",31720,1,"Y",20,8,1,9,1,9,1,7
"2727",2727,3,4,3,1,3,30,"No","Travel_Frequently","Research & Development",1,4,"Medical",1,"Male",1,"Research Scientist","Single",20330,1,"Y",14,8,1,12,3,12,3,7
"2728",2728,2,3,3,3,3,41,"Yes","Travel_Rarely","Sales",20,4,"Marketing",1,"Male",2,"Sales Executive","Married",102090,1,"Y",13,8,1,23,2,22,15,8
"2729",2729,2,3,3,2,3,34,"No","Non-Travel","Research & Development",7,2,"Technical Degree",1,"Female",1,"Research Scientist","Single",86200,0,"Y",13,8,1,10,2,9,8,7
"2730",2730,2,2,3,2,3,37,"No","Travel_Rarely","Research & Development",17,3,"Life Sciences",1,"Female",3,"Sales Executive","Married",20640,4,"Y",16,8,0,8,3,1,0,0
"2731",2731,1,4,3,3,3,46,"No","Travel_Frequently","Research & Development",20,3,"Technical Degree",1,"Male",3,"Sales Executive","Single",40350,4,"Y",14,8,1,14,2,9,0,8
"2732",2732,4,4,3,3,3,35,"No","Travel_Rarely","Research & Development",8,4,"Medical",1,"Female",3,"Research Scientist","Married",38380,1,"Y",16,8,1,1,2,1,0,1
"2733",2733,1,3,3,1,3,48,"Yes","Travel_Rarely","Research & Development",2,4,"Technical Degree",1,"Female",1,"Sales Executive","Single",45910,9,"Y",16,8,0,23,6,1,0,0
"2734",2734,3,3,2,3,4,28,"Yes","Travel_Rarely","Research & Development",10,1,"Medical",1,"Male",1,"Sales Executive","Single",25610,1,"Y",22,8,1,2,3,2,2,2
"2735",2735,2,1,2,3,3,44,"No","Travel_Rarely","Research & Development",1,1,"Medical",1,"Female",3,"Research Scientist","Divorced",15630,5,"Y",12,8,2,9,3,4,1,3
"2736",2736,3,1,3,3,3,35,"No","Non-Travel","Research & Development",5,4,"Technical Degree",1,"Female",3,"Manufacturing Director","Married",48980,2,"Y",15,8,2,10,2,4,2,3
"2737",2737,NA,4,2,3,4,26,"No","Travel_Rarely","Research & Development",4,4,"Life Sciences",1,"Female",3,"Sales Executive","Married",47890,7,"Y",20,8,1,5,2,2,0,0
"2738",2738,1,4,3,3,3,33,"No","Travel_Frequently","Sales",29,4,"Life Sciences",1,"Female",1,"Human Resources","Single",31800,1,"Y",14,8,1,15,2,15,8,12
"2739",2739,2,1,2,3,4,35,"No","Travel_Frequently","Research & Development",15,3,"Medical",1,"Male",3,"Manufacturing Director","Married",65490,1,"Y",20,8,0,9,3,9,1,8
"2740",2740,3,1,3,2,3,35,"No","Travel_Rarely","Human Resources",3,2,"Life Sciences",1,"Female",1,"Laboratory Technician","Married",63880,3,"Y",13,8,0,4,6,2,2,2
"2741",2741,4,4,2,3,3,31,"No","Travel_Rarely","Sales",10,2,"Life Sciences",1,"Female",2,"Research Scientist","Divorced",112440,3,"Y",12,8,1,10,3,7,1,7
"2742",2742,1,3,4,3,3,37,"No","Travel_Rarely","Sales",4,3,"Marketing",1,"Male",4,"Human Resources","Divorced",160320,1,"Y",13,8,0,7,2,7,0,7
"2743",2743,1,4,3,3,3,32,"No","Travel_Rarely","Research & Development",21,3,"Other",1,"Male",2,"Sales Executive","Married",23620,1,"Y",11,8,0,9,2,9,7,8
"2744",2744,4,4,3,3,3,38,"No","Travel_Frequently","Research & Development",25,3,"Medical",1,"Male",2,"Manufacturing Director","Single",163280,1,"Y",17,8,3,10,2,10,9,9
"2745",2745,2,3,2,3,3,50,"No","Travel_Rarely","Sales",2,4,"Marketing",1,"Female",4,"Research Scientist","Divorced",83760,5,"Y",14,8,3,29,2,27,13,8
"2746",2746,1,1,2,3,3,59,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree",1,"Male",1,"Laboratory Technician","Single",166060,7,"Y",11,8,0,28,6,21,7,9
"2747",2747,3,3,3,3,3,36,"No","Travel_Rarely","Sales",1,2,"Marketing",1,"Female",2,"Sales Executive","Divorced",86060,1,"Y",14,8,2,17,3,17,12,8
"2748",2748,4,3,3,3,3,55,"No","Travel_Rarely","Research & Development",7,3,"Medical",1,"Male",3,"Research Scientist","Divorced",22720,2,"Y",17,8,1,21,2,5,0,2
"2749",2749,2,2,3,3,3,36,"No","Travel_Frequently","Research & Development",3,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",20180,1,"Y",13,8,0,6,5,6,0,3
"2750",2750,2,1,3,3,3,45,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Female",1,"Sales Executive","Divorced",70830,2,"Y",12,8,1,25,5,1,0,0
"2751",2751,2,1,2,3,3,35,"No","Travel_Frequently","Human Resources",9,3,"Other",1,"Female",2,"Sales Representative","Married",40840,4,"Y",13,8,1,5,3,3,1,2
"2752",2752,4,3,2,4,3,36,"Yes","Travel_Rarely","Sales",7,2,"Life Sciences",1,"Male",4,"Laboratory Technician","Married",144110,0,"Y",18,8,3,2,2,1,0,0
"2753",2753,1,3,2,2,3,59,"No","Travel_Frequently","Research & Development",10,4,"Life Sciences",1,"Male",3,"Research Scientist","Single",23080,7,"Y",19,8,1,20,4,4,1,3
"2754",2754,3,2,3,3,3,29,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences",1,"Female",1,"Sales Representative","Married",48410,0,"Y",11,8,0,6,3,5,0,4
"2755",2755,3,2,3,1,4,31,"No","Travel_Rarely","Research & Development",3,2,"Medical",1,"Female",3,"Sales Executive","Single",42850,1,"Y",21,8,1,1,2,1,1,0
"2756",2756,2,2,3,2,3,32,"No","Travel_Rarely","Sales",3,4,"Life Sciences",1,"Male",2,"Manufacturing Director","Married",97150,1,"Y",15,8,1,10,1,10,0,9
"2757",2757,2,4,3,3,3,36,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Sales Representative","Married",43200,3,"Y",17,8,0,5,2,1,0,0
"2758",2758,3,4,3,3,3,31,"No","Travel_Rarely","Research & Development",27,3,"Medical",1,"Female",2,"Research Director","Single",21320,1,"Y",18,8,0,11,3,11,1,8
"2759",2759,3,1,3,4,3,35,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",2,"Healthcare Representative","Single",101240,0,"Y",14,8,1,16,2,15,2,8
"2760",2760,4,1,4,1,3,45,"No","Travel_Rarely","Human Resources",14,3,"Human Resources",1,"Female",1,"Sales Executive","Married",54730,4,"Y",13,8,0,17,3,0,0,0
"2761",2761,1,3,4,3,3,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",3,"Sales Executive","Single",52070,4,"Y",17,8,3,16,3,5,0,2
"2762",2762,2,2,3,3,3,46,"No","Travel_Rarely","Research & Development",9,3,"Medical",1,"Male",3,"Manager","Divorced",164370,8,"Y",15,8,1,16,0,4,0,2
"2763",2763,4,4,2,3,3,30,"No","Travel_Rarely","Sales",18,3,"Life Sciences",1,"Male",4,"Human Resources","Married",22960,1,"Y",18,8,1,10,2,10,3,0
"2764",2764,2,3,3,3,3,35,"No","Travel_Rarely","Research & Development",20,4,"Life Sciences",1,"Female",3,"Human Resources","Single",40690,1,"Y",13,8,0,6,5,6,0,4
"2765",2765,1,4,3,3,3,55,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Married",74410,3,"Y",12,8,1,24,4,1,1,0
"2766",2766,2,4,3,4,3,38,"No","Non-Travel","Sales",11,1,"Marketing",1,"Male",2,"Laboratory Technician","Divorced",24300,7,"Y",13,8,2,17,2,13,1,9
"2767",2767,1,2,3,3,3,34,"No","Travel_Rarely","Research & Development",8,2,"Medical",1,"Male",1,"Research Scientist","Married",58780,1,"Y",14,8,0,5,1,5,1,3
"2768",2768,4,4,2,3,3,56,"No","Travel_Rarely","Human Resources",2,1,"Medical",1,"Male",2,"Sales Executive","Single",26440,4,"Y",11,8,1,37,2,6,0,2
"2769",2769,3,1,3,3,4,23,"No","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",2,"Laboratory Technician","Divorced",64390,3,"Y",22,8,3,3,2,0,0,0
"2770",2770,4,4,3,2,3,51,"No","Travel_Rarely","Research & Development",29,4,"Life Sciences",1,"Female",5,"Manufacturing Director","Married",24510,3,"Y",17,8,0,10,2,4,0,3
"2771",2771,3,4,3,4,4,30,"No","Travel_Rarely","Sales",8,2,"Technical Degree",1,"Male",1,"Sales Representative","Married",63920,1,"Y",21,8,1,11,2,11,10,8
"2772",2772,3,4,3,3,4,46,"Yes","Travel_Rarely","Sales",1,2,"Medical",1,"Female",2,"Research Scientist","Single",97140,1,"Y",22,8,0,9,0,9,4,7
"2773",2773,3,2,2,2,3,40,"No","Travel_Frequently","Research & Development",6,3,"Medical",1,"Male",1,"Healthcare Representative","Married",60770,1,"Y",16,8,2,22,2,22,11,11
"2774",2774,3,4,1,3,3,51,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences",1,"Female",5,"Sales Representative","Single",24500,0,"Y",12,8,1,11,2,10,1,0
"2775",2775,3,2,2,3,3,30,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",92500,1,"Y",12,8,3,11,0,11,2,7
"2776",2776,3,1,2,3,3,46,"No","Travel_Frequently","Research & Development",12,1,"Medical",1,"Male",1,"Laboratory Technician","Married",20740,2,"Y",15,8,1,21,3,10,9,5
"2777",2777,2,3,3,2,3,32,"No","Travel_Rarely","Sales",15,3,"Marketing",1,"Male",1,"Research Scientist","Single",101690,1,"Y",14,8,0,12,6,11,5,7
"2778",2778,1,3,1,2,4,54,"No","Travel_Rarely","Research & Development",25,1,"Medical",1,"Female",1,"Laboratory Technician","Married",48550,9,"Y",25,8,1,16,2,4,0,3
"2779",2779,1,3,2,3,4,24,"No","Travel_Rarely","Sales",6,2,"Marketing",1,"Male",2,"Research Scientist","Married",40870,0,"Y",20,8,3,4,1,3,0,2
"2780",2780,2,3,4,2,3,28,"No","Non-Travel","Sales",9,4,"Medical",1,"Male",2,"Laboratory Technician","Married",23670,1,"Y",13,8,0,5,2,5,0,4
"2781",2781,4,3,2,4,3,58,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences",1,"Male",2,"Sales Executive","Single",29720,0,"Y",14,8,0,38,2,37,1,8
"2782",2782,2,2,4,2,3,44,"No","Non-Travel","Research & Development",23,2,"Medical",1,"Female",1,"Research Scientist","Married",195860,4,"Y",16,8,0,17,3,3,1,2
"2783",2783,3,1,3,3,3,37,"Yes","Travel_Rarely","Human Resources",9,3,"Human Resources",1,"Male",2,"Healthcare Representative","Divorced",54840,4,"Y",17,8,0,7,4,3,0,2
"2784",2784,4,1,3,2,3,32,"No","Travel_Rarely","Human Resources",12,2,"Human Resources",1,"Female",1,"Sales Representative","Single",20610,1,"Y",15,8,1,1,2,1,0,0
"2785",2785,4,4,3,3,4,20,"Yes","Travel_Frequently","Sales",4,4,"Life Sciences",1,"Female",2,"Healthcare Representative","Single",99240,1,"Y",22,8,0,1,3,1,1,0
"2786",2786,1,3,3,2,4,34,"No","Travel_Rarely","Research & Development",1,4,"Other",1,"Male",4,"Laboratory Technician","Single",41980,1,"Y",22,8,1,16,2,16,2,10
"2787",2787,3,4,4,3,4,37,"No","Non-Travel","Sales",24,2,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",68150,5,"Y",20,8,1,17,3,1,0,0
"2788",2788,3,4,3,3,3,59,"No","Non-Travel","Research & Development",12,2,"Life Sciences",1,"Male",2,"Sales Executive","Married",47230,9,"Y",14,8,0,30,0,3,2,2
"2789",2789,1,2,2,2,3,50,"No","Travel_Frequently","Research & Development",3,4,"Medical",1,"Male",4,"Research Scientist","Married",61420,3,"Y",13,8,2,28,3,8,0,7
"2790",2790,3,3,3,2,3,25,"Yes","Travel_Rarely","Sales",10,1,"Marketing",1,"Male",2,"Research Director","Single",82370,1,"Y",13,8,0,6,6,6,0,3
"2791",2791,4,4,3,3,4,25,"No","Travel_Rarely","Research & Development",26,3,"Technical Degree",1,"Male",1,"Laboratory Technician","Married",88530,1,"Y",22,8,1,2,3,2,2,1
"2792",2792,2,4,3,3,3,22,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",1,"Male",1,"Sales Representative","Single",193310,1,"Y",12,8,1,1,2,0,0,0
"2793",2793,1,1,2,3,3,51,"No","Travel_Frequently","Research & Development",1,3,"Life Sciences",1,"Female",1,"Sales Executive","Single",20730,3,"Y",14,8,1,23,4,13,12,8
"2794",2794,1,3,3,3,3,34,"Yes","Travel_Frequently","Human Resources",4,4,"Life Sciences",1,"Female",5,"Sales Executive","Single",55620,1,"Y",15,8,0,9,3,9,0,6
"2795",2795,4,4,3,3,3,54,"No","Non-Travel","Research & Development",9,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",196130,2,"Y",17,8,0,23,5,5,4,4
"2796",2796,2,3,3,3,3,24,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",34070,0,"Y",13,8,1,6,4,5,1,2
"2797",2797,3,2,3,3,3,34,"No","Travel_Rarely","Sales",4,3,"Marketing",1,"Female",2,"Sales Representative","Divorced",50630,6,"Y",12,8,1,12,2,1,0,0
"2798",2798,3,4,3,3,3,37,"No","Travel_Rarely","Sales",6,1,"Technical Degree",1,"Male",1,"Laboratory Technician","Single",46390,2,"Y",12,8,2,12,3,5,1,3
"2799",2799,3,1,3,3,4,34,"No","Travel_Rarely","Sales",9,2,"Medical",1,"Male",2,"Healthcare Representative","Single",48760,2,"Y",21,8,1,14,3,11,5,8
"2800",2800,2,4,3,3,3,36,"No","Travel_Frequently","Human Resources",7,3,"Medical",1,"Male",1,"Research Scientist","Married",26900,0,"Y",11,8,0,10,1,9,2,8
"2801",2801,1,4,3,3,3,36,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",2,"Manufacturing Director","Divorced",175670,5,"Y",13,8,0,7,6,1,0,0
"2802",2802,3,4,4,3,3,43,"No","Travel_Frequently","Research & Development",3,4,"Life Sciences",1,"Male",1,"Sales Executive","Married",24080,1,"Y",12,8,1,25,3,25,4,12
"2803",2803,1,3,2,3,4,30,"No","Travel_Frequently","Research & Development",10,3,"Life Sciences",1,"Female",3,"Healthcare Representative","Divorced",28140,1,"Y",24,8,0,10,2,10,0,9
"2804",2804,3,2,4,3,4,33,"No","Non-Travel","Sales",7,3,"Life Sciences",1,"Male",2,"Sales Executive","Married",112450,0,"Y",21,8,0,8,3,7,0,7
"2805",2805,2,2,3,1,3,56,"Yes","Travel_Rarely","Research & Development",15,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",33120,9,"Y",19,8,0,7,1,5,4,3
"2806",2806,1,3,3,3,3,51,"No","Travel_Rarely","Research & Development",3,2,"Other",1,"Female",2,"Sales Representative","Single",190490,7,"Y",14,8,1,23,2,20,15,15
"2807",2807,2,3,2,3,4,31,"Yes","Travel_Rarely","Research & Development",2,4,"Technical Degree",1,"Female",3,"Sales Executive","Married",21410,4,"Y",20,8,0,12,2,7,7,7
"2808",2808,3,2,2,2,3,26,"No","Travel_Rarely","Sales",17,3,"Medical",1,"Female",2,"Manager","Married",57690,1,"Y",19,8,0,5,4,5,4,3
"2809",2809,4,4,2,2,3,58,"Yes","Travel_Rarely","Sales",2,2,"Medical",1,"Female",1,"Research Scientist","Married",43850,1,"Y",13,8,1,40,2,40,15,6
"2810",2810,4,3,2,3,4,19,"Yes","Travel_Rarely","Research & Development",5,2,"Life Sciences",1,"Male",1,"Manager","Single",53320,1,"Y",23,8,1,0,2,0,0,0
"2811",2811,3,4,3,3,3,22,"No","Travel_Rarely","Sales",29,4,"Technical Degree",1,"Male",1,"Sales Executive","Married",46630,0,"Y",13,8,1,3,1,2,2,1
"2812",2812,3,1,2,2,3,49,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",1,"Sales Executive","Married",47240,1,"Y",11,8,1,16,3,15,5,11
"2813",2813,2,3,3,4,3,43,"No","Travel_Frequently","Sales",2,2,"Life Sciences",1,"Male",1,"Sales Executive","Single",32110,4,"Y",13,8,0,18,2,3,1,2
"2814",2814,3,4,3,4,3,50,"No","Travel_Frequently","Research & Development",19,4,"Life Sciences",1,"Male",2,"Sales Executive","Single",53770,4,"Y",14,8,1,16,3,2,2,1
"2815",2815,2,3,3,2,4,31,"Yes","Travel_Rarely","Research & Development",15,1,"Medical",1,"Female",2,"Sales Executive","Married",40660,3,"Y",22,8,0,4,2,2,2,2
"2816",2816,3,3,3,1,3,41,"No","Travel_Rarely","Research & Development",17,2,"Other",1,"Male",1,"Manufacturing Director","Divorced",52080,3,"Y",11,8,3,12,2,9,0,7
"2817",2817,3,3,3,4,3,26,"No","Travel_Rarely","Research & Development",17,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",48770,1,"Y",13,8,1,8,5,8,5,7
"2818",2818,2,2,3,4,4,36,"No","Travel_Rarely","Human Resources",25,1,"Human Resources",1,"Male",2,"Research Scientist","Divorced",31170,6,"Y",21,8,1,7,2,3,0,1
"2819",2819,1,4,3,4,3,51,"Yes","Travel_Frequently","Research & Development",6,3,"Life Sciences",1,"Female",1,"Manager","Single",15690,2,"Y",11,8,0,18,2,4,0,3
"2820",2820,4,3,4,4,3,39,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Female",1,"Research Scientist","Married",196580,4,"Y",13,8,1,17,3,15,5,9
"2821",2821,1,3,3,2,3,25,"No","Travel_Rarely","Sales",29,1,"Medical",1,"Female",3,"Research Scientist","Married",30690,2,"Y",14,8,1,6,3,2,2,2
"2822",2822,3,4,1,3,3,30,"No","Travel_Rarely","Research & Development",21,1,"Medical",1,"Male",2,"Laboratory Technician","Married",104350,0,"Y",11,8,0,12,5,11,4,7
"2823",2823,1,1,4,2,3,32,"Yes","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",2,"Research Director","Single",41480,7,"Y",15,8,0,10,0,5,0,4
"2824",2824,3,4,2,3,4,45,"No","Travel_Rarely","Research & Development",2,1,"Technical Degree",1,"Female",2,"Healthcare Representative","Single",57680,5,"Y",23,8,1,9,4,6,0,3
"2825",2825,4,3,3,3,3,38,"No","Travel_Rarely","Research & Development",7,4,"Life Sciences",1,"Female",2,"Research Director","Single",50420,3,"Y",16,8,1,19,4,3,2,2
"2826",2826,1,3,2,4,3,30,"No","Travel_Rarely","Sales",13,3,"Marketing",1,"Female",2,"Laboratory Technician","Single",57700,1,"Y",16,8,1,5,2,5,0,4
"2827",2827,4,4,4,3,4,32,"No","Travel_Frequently","Sales",2,3,"Marketing",1,"Male",3,"Laboratory Technician","Divorced",77560,0,"Y",21,8,0,9,3,8,0,7
"2828",2828,4,1,3,3,3,30,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",3,"Sales Executive","Divorced",103060,5,"Y",13,8,0,8,5,3,2,2
"2829",2829,2,4,3,3,3,30,"No","Travel_Rarely","Sales",9,3,"Medical",1,"Male",2,"Research Scientist","Single",39360,0,"Y",11,8,1,6,3,5,1,2
"2830",2830,4,1,2,2,3,41,"No","Travel_Frequently","Sales",10,2,"Medical",1,"Female",3,"Manufacturing Director","Divorced",79450,4,"Y",12,8,1,21,6,7,7,7
"2831",2831,3,1,3,4,3,41,"No","Travel_Rarely","Research & Development",10,4,"Medical",1,"Male",4,"Research Scientist","Married",57430,2,"Y",12,8,3,7,2,5,1,4
"2832",2832,2,2,3,2,3,19,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",5,"Manufacturing Director","Single",152020,1,"Y",18,8,3,1,2,1,0,0
"2833",2833,2,2,3,3,3,40,"No","Travel_Frequently","Research & Development",26,4,"Medical",1,"Male",2,"Manufacturing Director","Divorced",54400,1,"Y",12,8,1,20,2,20,2,13
"2834",2834,3,2,3,3,3,35,"No","Travel_Rarely","Sales",8,1,"Marketing",1,"Female",3,"Laboratory Technician","Married",37600,1,"Y",14,8,3,10,2,10,0,6
"2835",2835,2,3,1,2,3,53,"No","Travel_Rarely","Sales",14,2,"Life Sciences",1,"Female",5,"Manufacturing Director","Married",35170,2,"Y",12,8,1,13,1,7,4,5
"2836",2836,2,2,1,3,3,45,"No","Travel_Rarely","Sales",1,4,"Technical Degree",1,"Male",1,"Research Scientist","Divorced",25800,8,"Y",17,8,3,20,3,17,0,15
"2837",2837,2,4,3,1,3,32,"No","Travel_Frequently","Sales",2,2,"Life Sciences",1,"Female",1,"Manufacturing Director","Single",21660,1,"Y",19,8,1,9,4,9,3,7
"2838",2838,4,3,3,4,3,29,"No","Non-Travel","Research & Development",10,4,"Technical Degree",1,"Male",3,"Healthcare Representative","Married",58690,1,"Y",11,8,1,10,6,10,0,9
"2839",2839,2,3,3,3,3,51,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",3,"Research Director","Married",80080,2,"Y",15,8,1,10,4,1,0,0
"2840",2840,2,2,2,1,3,58,"No","Travel_Rarely","Sales",3,3,"Marketing",1,"Female",1,"Research Scientist","Married",52060,4,"Y",11,8,3,9,4,1,0,0
"2841",2841,3,4,2,3,3,40,"No","Travel_Rarely","Research & Development",11,2,"Technical Degree",1,"Male",4,"Laboratory Technician","Married",52950,7,"Y",18,8,0,15,4,12,2,11
"2842",2842,3,3,3,3,3,34,"No","Travel_Frequently","Sales",24,4,"Marketing",1,"Male",2,"Manufacturing Director","Married",164130,6,"Y",16,8,0,6,1,4,1,2
"2843",2843,3,4,3,3,4,22,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Laboratory Technician","Married",132690,1,"Y",25,8,1,2,2,2,2,2
"2844",2844,4,2,1,4,3,27,"No","Non-Travel","Research & Development",3,3,"Medical",1,"Male",1,"Healthcare Representative","Divorced",27830,6,"Y",16,8,1,6,2,2,2,2
"2845",2845,3,4,1,2,3,28,"No","Travel_Rarely","Sales",4,4,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",54330,1,"Y",13,8,1,5,4,5,0,2
"2846",2846,3,4,1,3,3,57,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",20130,3,"Y",14,8,1,12,5,5,1,4
"2847",2847,3,3,2,3,3,27,"No","Non-Travel","Research & Development",2,3,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",139660,1,"Y",19,8,0,1,1,1,0,1
"2848",2848,3,2,3,4,3,50,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Female",2,"Manufacturing Director","Single",43740,3,"Y",15,8,1,21,5,5,4,4
"2849",2849,1,3,3,3,3,41,"No","Travel_Rarely","Sales",7,4,"Marketing",1,"Male",4,"Laboratory Technician","Divorced",68420,4,"Y",12,8,1,13,3,9,1,8
"2850",2850,2,4,3,2,3,30,"No","Travel_Rarely","Human Resources",1,4,"Human Resources",1,"Female",1,"Manager","Married",174260,2,"Y",12,8,1,12,0,10,7,4
"2851",2851,1,4,4,2,3,38,"No","Travel_Rarely","Sales",1,1,"Medical",1,"Male",2,"Laboratory Technician","Single",176030,4,"Y",16,8,0,12,0,8,0,7
"2852",2852,3,3,3,3,3,32,"No","Travel_Rarely","Research & Development",20,3,"Medical",1,"Female",1,"Manufacturing Director","Single",45810,3,"Y",14,8,1,8,3,5,1,4
"2853",2853,3,2,2,3,3,27,"No","Travel_Rarely","Research & Development",5,4,"Medical",1,"Male",2,"Healthcare Representative","Married",47350,0,"Y",13,8,0,6,2,5,1,1
"2854",2854,3,1,4,3,4,19,"Yes","Travel_Frequently","Research & Development",10,2,"Life Sciences",1,"Male",2,"Healthcare Representative","Single",41870,0,"Y",22,8,1,1,4,0,0,0
"2855",2855,4,2,2,3,4,36,"No","Travel_Frequently","Sales",25,3,"Marketing",1,"Female",2,"Research Director","Single",55050,4,"Y",21,8,2,13,3,8,7,2
"2856",2856,3,1,3,3,3,30,"No","Non-Travel","Sales",1,3,"Medical",1,"Female",1,"Sales Executive","Divorced",54700,1,"Y",18,8,1,12,2,12,6,10
"2857",2857,3,1,4,3,3,45,"No","Travel_Rarely","Research & Development",24,2,"Medical",1,"Male",2,"Sales Executive","Divorced",54760,4,"Y",13,8,1,9,3,5,0,3
"2858",2858,3,1,3,2,3,56,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",4,"Manager","Divorced",25870,4,"Y",12,8,0,19,2,2,2,2
